timestamp,open,high,low,close
2024-02-14 00:00:00,49696.45,49717.25,49661.15,49663.15
2024-02-14 00:01:00,49663.15,49674.25,49650.850000000006,49674.25
2024-02-14 00:02:00,49674.25,49674.25,49650.05,49650.05
2024-02-14 00:03:00,49650.05,49700.350000000006,49640.05,49693.75
2024-02-14 00:04:00,49693.75,49699.15,49668.05,49668.05
